word,freq
,
"('night', '')",20
,
"('', 'the')",361
,
"('the', 'perfect')",63
,
"('perfect', 'latte')",2
,
"('latte', '')",138
,
"('My', 'first')",5
,
"('first', 'visit')",10
,
"('visit', 'to')",12
,
"('to', 'Houndstooth')",10
,
"('Houndstooth', 'was')",3
,
"('was', 'delightful')",7
,
"('delightful', '')",7
,
"('', 'it')",277
,
"('it', 'lives')",1
,
"('lives', 'up')",3
,
"('up', 'to')",27
,
"('to', 'its')",8
,
"('its', 'reputation')",2
,
"('reputation', 'as')",1
,
"('as', 'one')",5
,
"('one', 'of')",115
,
"('of', 'the')",422
,
"('the', 'best')",193
,
"('best', 'coffee')",44
,
"('coffee', 'houses')",11
,
"('houses', 'in')",5
,
"('in', 'Austin')",239
,
"('Austin', '')",277
,
"('', 'The')",1206
,
"('The', 'interior')",13
,
"('interior', 'is')",8
,
"('is', 'clean')",9
,
"('clean', '')",26
,
"('', 'refined')",1
,
"('refined', '')",1
,
"('', 'and')",960
,
"('and', 'simple')",7
,
"('simple', '')",5
,
"('', 'as')",57
,
"('as', 'are')",4
,
"('are', 'their')",2
,
"('their', 'equipment')",1
,
"('equipment', 'and')",1
,
"('and', 'ceramics')",1
,
"('ceramics', '')",1
,
"('', 'The')",1206
,
"('The', 'baristas')",46
,
"('baristas', 'were')",18
,
"('were', 'incredibly')",3
,
"('incredibly', 'friendly')",7
,
"('friendly', 'and')",105
,
"('and', 'offered')",2
,
"('offered', 'suggestions')",2
,
"('suggestions', 'on')",3
,
"('on', 'different')",1
,
"('different', 'beans')",3
,
"('beans', 'or')",1
,
"('or', 'blends')",1
,
"('blends', 'for')",1
,
"('for', 'my')",39
,
"('my', 'espresso')",1
,
"('espresso', 'and')",12
,
"('and', 'cappuccino')",4
,
"('cappuccino', '')",30
,
"('', '')",9435
,
"('', 'My')",173
,
"('My', 'espresso')",1
,
"('espresso', 'was')",6
,
"('was', 'brewed')",2
,
"('brewed', 'using')",1
,
"('using', 'Natalio')",1
,
"('Natalio', 'Flores')",1
,
"('Flores', 'Ojeda')",1
,
"('Ojeda', '')",1
,
"('', 'a')",117
,
"('a', 'single')",5
,
"('single', 'origin')",6
,
"('origin', 'Peruvian')",1
,
"('Peruvian', 'bean')",1
,
"('bean', 'by')",1
,
"('by', 'Roseline')",1
,
"('Roseline', '')",1
,
"('', 'It')",581
,
"('It', 'had')",7
,
"('had', 'tangerine')",1
,
"('tangerine', 'notes')",1
,
"('notes', 'and')",2
,
"('and', 'was')",39
,
"('was', 'bright')",2
,
"('bright', 'and')",9
,
"('and', 'pleasant')",3
,
"('pleasant', '')",11
,
"('', 'The')",1206
,
"('The', 'milk')",1
,
"('milk', 'chocolate')",1
,
"('chocolate', 'flavors')",1
,
"('flavors', 'in')",2
,
"('in', 'the')",432
,
"('the', 'Hologram')",1
,
"('Hologram', 'blend')",1
,
"('blend', 'from')",1
,
"('from', 'Counter')",3
,
"('Counter', 'Culture')",8
,
"('Culture', 'Coffee')",2
,
"('Coffee', 'paired')",1
,
"('paired', 'well')",1
,
"('well', 'with')",10
,
"('with', 'the')",133
,
"('the', 'creamy')",1
,
"('creamy', 'milk')",4
,
"('milk', 'in')",5
,
"('in', 'my')",68
,
"('my', 'cappuccino')",5
,
"('cappuccino', '')",30
,
"('', 'just')",53
,
"('just', 'as')",8
,
"('as', 'the')",36
,
"('the', 'barista')",46
,
"('barista', 'suggested')",1
,
"('suggested', 'it')",2
,
"('it', 'would')",14
,
"('would', '')",5
,
"('', '')",9435
,
"('', 'All')",46
,
"('All', 'in')",17
,
"('in', 'all')",23
,
"('all', '')",61
,
"('', 'one')",19
,
"('one', 'of')",115
,
"('of', 'the')",422
,
"('the', 'best')",193
,
"('best', 'coffee')",44
,
"('coffee', 'experiences')",2
,
"('experiences', 'I')",1
,
"('I', 'had')",187
,
"('had', 'in')",29
,
"('in', 'Austin')",239
,
"('Austin', '')",277
,
"('', 'You')",109
,
"('You', 'won')",6
,
"('won', 't')",36
,
"('t', 'be')",33
,
"('be', 'disappointed')",10
,
"('disappointed', '')",21
,
"('', '')",9435
,
"('check', 'in')",423
,
"('in', 'This')",30
,
"('This', 'place')",137
,
"('place', 'seems')",1
,
"('seems', 'like')",19
,
"('like', 'it')",38
,
"('it', 'has')",23
,
"('has', 'a')",60
,
"('a', 'cool')",18
,
"('cool', 'vibe')",4
,
"('vibe', '')",48
,
"('', 'but')",644
,
"('but', 'once')",4
,
"('once', 'you')",10
,
"('you', 'walk')",12
,
"('walk', 'in')",11
,
"('in', 'there')",15
,
"('there', 'you')",1
,
"('you', 'can')",134
,
"('can', 'see')",8
,
"('see', 'that')",9
,
"('that', 'there')",15
,
"('there', 'is')",54
,
"('is', 'hardly')",1
,
"('hardly', 'any')",2
,
"('any', 'seating')",3
,
"('seating', 'and')",24
,
"('and', 'the')",378
,
"('the', 'whole')",12
,
"('whole', 'space')",1
,
"('space', 'is')",27
,
"('is', 'really')",47
,
"('really', 'small')",2
,
"('small', '')",30
,
"('', 'Not')",82
,
"('Not', 'really')",5
,
"('really', 'a')",7
,
"('a', 'good')",109
,
"('good', 'place')",25
,
"('place', 'to')",218
,
"('to', 'study')",73
,
"('study', '')",47
,
"('', 'since')",14
,
"('since', 'that')",1
,
"('that', 's')",86
,
"('s', 'what')",11
,
"('what', 'I')",51
,
"('I', 'came')",46
,
"('came', 'for')",1
,
"('for', '')",61
,
"('', '')",9435
,
"('', 'Staff')",31
,
"('Staff', 'was')",10
,
"('was', 'nice')",30
,
"('nice', 'and')",59
,
"('and', 'helpful')",25
,
"('helpful', '')",24
,
"('', 'just')",53
,
"('just', 'not')",15
,
"('not', 'my')",2
,
"('my', 'kind')",2
,
"('kind', 'of')",79
,
"('of', 'vibe')",1
,
"('vibe', '')",48
,
"('', '')",9435
,
"('Houndstooth', 'espresso')",1
,
"('espresso', 'makes')",1
,
"('makes', 'my')",6
,
"('my', 'taste')",8
,
"('taste', 'buds')",4
,
"('buds', 'smile')",1
,
"('smile', '')",13
,
"('', 'I')",2231
,
"('I', 'usually')",19
,
"('usually', 'rotate')",1
,
"('rotate', 'between')",1
,
"('between', 'the')",6
,
"('the', 'cortado')",9
,
"('cortado', '')",24
,
"('', 'latte')",5
,
"('latte', '')",138
,
"('', 'and')",960
,
"('and', 'cappuccino')",4
,
"('cappuccino', '')",30
,
"('', 'all')",19
,
"('all', 'of')",38
,
"('of', 'which')",9
,
"('which', 'are')",15
,
"('are', 'excellent')",4
,
"('excellent', '')",26
,
"('', 'The')",1206
,
"('The', 'staff')",79
,
"('staff', 'has')",1
,
"('has', 'a')",60
,
"('a', 'great')",177
,
"('great', 'attitude')",1
,
"('attitude', 'and')",2
,
"('and', 'is')",19
,
"('is', 'really')",47
,
"('really', 'talented')",1
,
"('talented', 'with')",1
,
"('with', 'latte')",1
,
"('latte', 'art')",17
,
"('art', 'that')",1
,
"('that', 'never')",1
,
"('never', 'fails')",4
,
"('fails', 'to')",4
,
"('to', 'put')",11
,
"('put', 'a')",9
,
"('a', 'smile')",12
,
"('smile', 'on')",2
,
"('on', 'my')",41
,
"('my', 'face')",5
,
"('face', '')",8
,
"('', 'Houndstooth')",16
,
"('Houndstooth', 'has')",7
,
"('has', 'limited')",1
,
"('limited', 'space')",3
,
"('space', 'for')",10
,
"('for', 'studying')",23
,
"('studying', '')",26
,
"('', 'but')",644
,
"('but', 'is')",4
,
"('is', 'perfect')",23
,
"('perfect', 'for')",25
,
"('for', 'a')",263
,
"('a', 'quick')",17
,
"('quick', 'drink')",1
,
"('drink', 'or')",1
,
"('or', 'for')",2
,
"('for', 'togo')",1
,
"('togo', '')",1
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'can')",124
,
"('can', 't')",90
,
"('t', 'help')",11
,
"('help', 'but')",6
,
"('but', 'think')",2
,
"('think', 'that')",12
,
"('that', 'the')",56
,
"('the', 'placement')",1
,
"('placement', 'of')",1
,
"('of', 'Tacodeli')",2
,
"('Tacodeli', 'next')",1
,
"('next', 'to')",26
,
"('to', 'Houndstooth')",10
,
"('Houndstooth', 'is')",15
,
"('is', 'more')",18
,
"('more', 'than')",40
,
"('than', 'a')",13
,
"('a', 'divine')",1
,
"('divine', 'coincidence')",1
,
"('coincidence', '')",1
,
"('', 'but')",644
,
"('but', 'grabbing')",1
,
"('grabbing', 'breakfast')",1
,
"('breakfast', 'tacos')",66
,
"('tacos', 'and')",14
,
"('and', 'a')",179
,
"('a', 'cup')",50
,
"('cup', 'of')",112
,
"('of', 'coffee')",146
,
"('coffee', 'has')",5
,
"('has', 'become')",2
,
"('become', 'a')",7
,
"('a', 'weekend')",1
,
"('weekend', 'routine')",1
,
"('routine', 'for')",1
,
"('for', 'me')",75
,
"('me', '')",150
,
"('', 'Cappuccino')",12
,
"('Cappuccino', 'at')",1
,
"('at', 'Houndstooth')",8
,
"('Houndstooth', '')",18
,
"('', '')",9435
,
"('It', 's')",289
,
"('s', 'clean')",3
,
"('clean', '')",26
,
"('', 'airy')",1
,
"('airy', '')",4
,
"('', 'next')",6
,
"('next', 'to')",26
,
"('to', 'taco')",1
,
"('taco', 'place')",1
,
"('place', '')",261
,
"('', 'and')",960
,
"('and', 'had')",23
,
"('had', 'great')",2
,
"('great', 'espresso')",2
,
"('espresso', 'drinks')",11
,
"('drinks', '')",83
,
"('', '')",9435
,
"('', 'A')",81
,
"('A', 'good')",5
,
"('good', 'place')",25
,
"('place', 'to')",218
,
"('to', 'work')",55
,
"('work', 'as')",4
,
"('as', 'well')",127
,
"('well', 'or')",1
,
"('or', 'have')",6
,
"('have', 'meetings')",1
,
"('meetings', '')",2
,
"('', '')",9435
,
"('check', 'in')",423
,
"('in', 'The')",16
,
"('The', 'espresso')",14
,
"('espresso', 'espresso')",1
,
"('espresso', 'based')",6
,
"('based', 'drinks')",6
,
"('drinks', 'here')",6
,
"('here', 'are')",17
,
"('are', 'top')",5
,
"('top', 'notch')",18
,
"('notch', '')",10
,
"('', 'though')",14
,
"('though', 'my')",2
,
"('my', 'order')",13
,
"('order', 'is')",4
,
"('is', 'usually')",11
,
"('usually', 'a')",3
,
"('a', 'pour')",12
,
"('pour', 'over')",42
,
"('over', 'coffee')",11
,
"('coffee', '')",570
,
"('', 'The')",1206
,
"('The', 'baristas')",46
,
"('baristas', 'are')",45
,
"('are', 'cream')",1
,
"('cream', 'of')",2
,
"('of', 'the')",422
,
"('the', 'crop')",1
,
"('crop', 'and')",1
,
"('and', 'the')",378
,
"('the', 'bean')",2
,
"('bean', 'selection')",1
,
"('selection', 'is')",13
,
"('is', 'outstanding')",3
,
"('outstanding', '')",9
,
"('', 'This')",227
,
"('This', 'is')",115
,
"('is', 'it')",12
,
"('it', '')",287
,
"('', '')",9435
,
"('Was', 'served')",1
,
"('served', 'a')",1
,
"('a', 'bitter')",2
,
"('bitter', 'latte')",1
,
"('latte', '')",138
,
"('', 'Grind')",1
,
"('Grind', 'was')",1
,
"('was', 'not')",40
,
"('not', 'dialed')",1
,
"('dialed', 'in')",2
,
"('in', 'correctly')",1
,
"('correctly', '')",3
,
"('', 'Plus')",17
,
"('Plus', 'it')",2
,
"('it', 'was')",296
,
"('was', '')",34
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'Not')",82
,
"('Not', 'sure')",12
,
"('sure', 'if')",10
,
"('if', 'the')",11
,
"('the', 'hype')",3
,
"('hype', 'is')",1
,
"('is', 'around')",1
,
"('around', 'their')",1
,
"('their', 'custom')",1
,
"('custom', 'la')",1
,
"('la', 'marzocco')",1
,
"('marzocco', '')",1
,
"('', 'Would')",20
,
"('Would', 'not')",3
,
"('not', 'return')",1
,
"('return', '')",8
,
"('check', 'ins')",217
,
"('ins', 'Best')",2
,
"('Best', 'coffee')",9
,
"('coffee', 'my')",1
,
"('my', 'friend')",28
,
"('friend', 'and')",22
,
"('and', 'I')",288
,
"('I', 'have')",192
,
"('have', 'ever')",25
,
"('ever', 'had')",59
,
"('had', '')",71
,
"('', 'I')",2231
,
"('I', 'm')",410
,
"('m', 'obsessed')",1
,
"('obsessed', '')",2
,
"('', 'I')",2231
,
"('I', 'had')",187
,
"('had', 'a')",112
,
"('a', 'latte')",44
,
"('latte', 'that')",7
,
"('that', 'was')",32
,
"('was', 'unlike')",1
,
"('unlike', 'any')",1
,
"('any', 'other')",5
,
"('other', 'latte')",1
,
"('latte', 'I')",12
,
"('I', 'have')",192
,
"('have', 'had')",19
,
"('had', 'in')",29
,
"('in', 'the')",432
,
"('the', 'past')",7
,
"('past', 'and')",1
,
"('and', 'that')",29
,
"('that', 's')",86
,
"('s', 'a')",142
,
"('a', 'lot')",127
,
"('lot', 'of')",90
,
"('of', 'lattes')",5
,
"('lattes', 'to')",3
,
"('to', 'beat')",9
,
"('beat', 'out')",4
,
"('out', '')",129
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'IMO')",1
,
"('IMO', 'hands')",1
,
"('hands', 'down')",17
,
"('down', 'best')",4
,
"('best', 'coffee')",44
,
"('coffee', 'in')",47
,
"('in', 'Austin')",239
,
"('Austin', '')",277
,
"('', 'also')",5
,
"('also', 'strongest')",1
,
"('strongest', '')",1
,
"('', 'if')",50
,
"('if', 'you')",214
,
"('you', 'are')",51
,
"('are', 'into')",1
,
"('into', 'that')",7
,
"('that', '')",69
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'ask')",3
,
"('ask', 'for')",16
,
"('for', 'half')",1
,
"('half', 'the')",7
,
"('the', 'espresso')",30
,
"('espresso', 'in')",7
,
"('in', 'my')",68
,
"('my', 'soy')",1
,
"('soy', 'latte')",6
,
"('latte', 'and')",45
,
"('and', 'it')",189
,
"('it', 'would')",14
,
"('would', 'get')",4
,
"('get', 'me')",9
,
"('me', 'going')",3
,
"('going', 'like')",1
,
"('like', 'putting')",1
,
"('putting', 'jet')",1
,
"('jet', 'fuel')",1
,
"('fuel', 'in')",1
,
"('in', 'a')",161
,
"('a', 'Honda')",1
,
"('Honda', 'civic')",1
,
"('civic', '')",1
,
"('', 'Great')",135
,
"('Great', 'pourover')",1
,
"('pourover', '')",2
,
"('', 'great')",68
,
"('great', 'selection')",6
,
"('selection', 'of')",50
,
"('of', 'coffee')",146
,
"('coffee', 'beans')",19
,
"('beans', '')",29
,
"('', 'I')",2231
,
"('I', 'just')",59
,
"('just', 'LOVE')",1
,
"('LOVE', 'this')",4
,
"('this', 'place')",363
,
"('place', '')",261
,
"('', '')",9435
,
"('', 'The')",1206
,
"('The', 'staff')",79
,
"('staff', 'is')",54
,
"('is', 'always')",46
,
"('always', 'friendly')",12
,
"('friendly', 'and')",105
,
"('and', 'helpful')",25
,
"('helpful', '')",24
,
"('', 'and')",960
,
"('and', 'they')",135
,
"('they', 'are')",81
,
"('are', 'patient')",1
,
"('patient', 'when')",2
,
"('when', 'I')",102
,
"('I', 'm')",410
,
"('m', 'taking')",1
,
"('taking', 'a')",4
,
"('a', 'lifetime')",1
,
"('lifetime', 'to')",1
,
"('to', 'decide')",4
,
"('decide', 'on')",1
,
"('on', 'which')",3
,
"('which', 'coffee')",3
,
"('coffee', 'I')",37
,
"('I', 'want')",18
,
"('want', '')",9
,
"('', '')",9435
,
"('', 'The')",1206
,
"('The', 'ambiance')",11
,
"('ambiance', 'is')",12
,
"('is', 'also')",35
,
"('also', 'great')",6
,
"('great', '')",120
,
"('', 'they')",149
,
"('they', 'have')",107
,
"('have', 'a')",223
,
"('a', 'combination')",3
,
"('combination', 'of')",6
,
"('of', 'tables')",33
,
"('tables', '')",48
,
"('', 'couches')",9
,
"('couches', '')",15
,
"('', 'a')",117
,
"('a', 'large')",17
,
"('large', 'table')",1
,
"('table', 'for')",2
,
"('for', 'groups')",3
,
"('groups', '')",4
,
"('', 'and')",960
,
"('and', 'outside')",8
,
"('outside', 'seating')",14
,
"('seating', '')",109
,
"('', 'so')",221
,
"('so', 'the')",11
,
"('the', 'set')",4
,
"('set', 'up')",23
,
"('up', 'can')",1
,
"('can', 'fit')",1
,
"('fit', 'all')",1
,
"('all', 'your')",3
,
"('your', 'needs')",1
,
"('needs', '')",2
,
"('', '')",9435
,
"('check', 'ins')",217
,
"('ins', 'I')",30
,
"('I', 'am')",118
,
"('am', 'one')",1
,
"('one', 'of')",115
,
"('of', 'those')",15
,
"('those', 'people')",3
,
"('people', 'that')",11
,
"('that', 'NEED')",1
,
"('NEED', 'a')",1
,
"('a', 'great')",177
,
"('great', 'cup')",7
,
"('cup', 'of')",112
,
"('of', 'coffee')",146
,
"('coffee', 'to')",28
,
"('to', 'start')",10
,
"('start', 'my')",3
,
"('my', 'day')",9
,
"('day', '')",95
,
"('', 'Infact')",1
,
"('Infact', 'I')",1
,
"('I', 'find')",6
,
"('find', 'that')",2
,
"('that', 'the')",56
,
"('the', 'better')",7
,
"('better', 'the')",2
,
"('the', 'coffee')",235
,
"('coffee', 'the')",3
,
"('the', 'better')",7
,
"('better', 'the')",2
,
"('the', 'day')",37
,
"('day', '')",95
,
"('', 'I')",2231
,
"('I', 'try')",9
,
"('try', 'making')",1
,
"('making', 'it')",6
,
"('it', 'at')",5
,
"('at', 'home')",24
,
"('home', 'but')",3
,
"('but', 'some')",2
,
"('some', 'how')",2
,
"('how', 'it')",4
,
"('it', 'always')",2
,
"('always', 'seems')",1
,
"('seems', 'to')",16
,
"('to', 'tast')",1
,
"('tast', 'better')",1
,
"('better', 'at')",1
,
"('at', 'the')",115
,
"('the', 'coffee')",235
,
"('coffee', 'house')",27
,
"('house', '')",47
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'm')",410
,
"('m', 'always')",8
,
"('always', 'in')",4
,
"('in', 'search')",4
,
"('search', 'of')",4
,
"('of', 'the')",422
,
"('the', 'perfect')",63
,
"('perfect', 'cup')",3
,
"('cup', '')",37
,
"('', 'The')",1206
,
"('The', 'industrial')",1
,
"('industrial', 'decor')",1
,
"('decor', 'alerts')",1
,
"('alerts', 'the')",1
,
"('the', 'consumer')",1
,
"('consumer', 'that')",1
,
"('that', 'Houndstooth')",2
,
"('Houndstooth', 'takes')",1
,
"('takes', 'their')",2
,
"('their', 'business')",4
,
"('business', 'seriously')",1
,
"('seriously', '')",8
,
"('', 'The')",1206
,
"('The', 'menu')",5
,
"('menu', 'is')",11
,
"('is', 'small')",19
,
"('small', '')",30
,
"('', '')",9435
,
"('', 'which')",177
,
"('which', 'isn')",4
,
"('isn', 't')",62
,
"('t', 'a')",11
,
"('a', 'bad')",17
,
"('bad', 'thing')",4
,
"('thing', 'if')",1
,
"('if', 'the')",11
,
"('the', 'product')",6
,
"('product', 'is')",4
,
"('is', 'exceptional')",2
,
"('exceptional', '')",4
,
"('', 'This')",227
,
"('This', 'place')",137
,
"('place', 'never')",1
,
"('never', 'fails')",4
,
"('fails', 'to')",4
,
"('to', 'impress')",3
,
"('impress', 'me')",3
,
"('me', '')",150
,
"('', 'My')",173
,
"('My', 'cappacino')",1
,
"('cappacino', 'was')",1
,
"('was', 'topped')",1
,
"('topped', 'off')",1
,
"('off', 'with')",3
,
"('with', 'an')",26
,
"('an', 'adorable')",5
,
"('adorable', 'heart')",1
,
"('heart', 'in')",1
,
"('in', 'the')",432
,
"('the', 'foam')",5
,
"('foam', '')",13
,
"('', 'The')",1206
,
"('The', 'only')",41
,
"('only', 'issue')",2
,
"('issue', 'I')",4
,
"('I', 'have')",192
,
"('have', 'is')",4
,
"('is', 'that')",52
,
"('that', 'the')",56
,
"('the', 'serving')",1
,
"('serving', 'size')",1
,
"('size', 'of')",2
,
"('of', 'these')",8
,
"('these', 'cups')",1
,
"('cups', 'of')",4
,
"('of', 'perfection')",1
,
"('perfection', 'are')",1
,
"('are', 'tiny')",2
,
"('tiny', '')",6
,
"('', 'I')",2231
,
"('I', 'honestly')",3
,
"('honestly', 'would')",1
,
"('would', 'need')",3
,
"('need', 'to')",38
,
"('to', 'order')",39
,
"('order', '')",30
,
"('', '')",9435
,
"('', 'to')",57
,
"('to', 'fulfill')",2
,
"('fulfill', 'my')",1
,
"('my', 'desire')",1
,
"('desire', 'for')",1
,
"('for', 'caffeine')",2
,
"('caffeine', '')",11
,
"('', '')",9435
,
"('', 'Don')",18
,
"('Don', 't')",22
,
"('t', 'judge')",5
,
"('judge', 'me')",1
,
"('me', '')",150
,
"('', '')",9435
,
"('', 'They')",485
,
"('They', 'also')",80
,
"('also', 'offer')",11
,
"('offer', 'a')",15
,
"('a', 'small')",78
,
"('small', 'array')",1
,
"('array', 'of')",4
,
"('of', 'baked')",6
,
"('baked', 'goods')",36
,
"('goods', '')",17
,
"('', 'they')",149
,
"('they', 'are')",81
,
"('are', 'tastey')",1
,
"('tastey', 'and')",1
,
"('and', 'seem')",1
,
"('seem', 'to')",17
,
"('to', 'pair')",1
,
"('pair', 'well')",1
,
"('well', 'with')",10
,
"('with', 'the')",133
,
"('the', 'coffee')",235
,
"('coffee', '')",570
,
"('', 'All')",46
,
"('All', 'in')",17
,
"('in', 'all')",23
,
"('all', 'I')",10
,
"('I', 'like')",82
,
"('like', 'this')",37
,
"('this', 'coffee')",33
,
"('coffee', 'house')",27
,
"('house', '')",47
,
"('', 'the')",361
,
"('the', 'staff')",46
,
"('staff', 'is')",54
,
"('is', 'friendly')",14
,
"('friendly', '')",114
,
"('', 'I')",2231
,
"('I', 'could')",49
,
"('could', 'spend')",3
,
"('spend', 'countless')",1
,
"('countless', 'hours')",1
,
"('hours', 'here')",1
,
"('here', 'people')",1
,
"('people', 'watching')",7
,
"('watching', 'and')",1
,
"('and', 'getting')",6
,
"('getting', 'some')",5
,
"('some', 'work')",46
,
"('work', 'done')",67
,
"('done', 'on')",2
,
"('on', 'the')",235
,
"('the', 'laptop')",1
,
"('laptop', '')",16
,
"('', 'I')",2231
,
"('I', 'm')",410
,
"('m', 'awake')",3
,
"('awake', 'now')",1
,
"('now', '')",39
,
"('', 'See')",36
,
"('See', 'all')",71
,
"('all', 'photos')",71
,
"('photos', 'from')",71
,
"('from', 'Shonel')",1
,
"('Shonel', 'G')",1
,
"('G', '')",1
,
"('', 'for')",123
,
"('for', 'Houndstooth')",8
,
"('Houndstooth', 'Coffee')",11
,
"('Coffee', '')",70
,
"('check', 'ins')",217
,
"('ins', 'Nice')",3
,
"('Nice', 'atmosphere')",4
,
"('atmosphere', '')",109
,
"('', 'Staff')",31
,
"('Staff', 'is')",11
,
"('is', 'very')",61
,
"('very', 'friendly')",39
,
"('friendly', '')",114
,
"('', 'I')",2231
,
"('I', 'asked')",14
,
"('asked', 'how')",1
,
"('how', 'much')",9
,
"('much', 'their')",1
,
"('their', 'coffee')",63
,
"('coffee', 'cups')",1
,
"('cups', 'were')",1
,
"('were', 'to')",3
,
"('to', 'purchase')",4
,
"('purchase', '')",8
,
"('', 'turns')",2
,
"('turns', 'out')",3
,
"('out', 'a')",6
,
"('a', 'set')",2
,
"('set', 'of')",3
,
"('of', 'two')",3
,
"('two', 'is')",1
,
"('is', '')",48
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'just')",59
,
"('just', 'had')",5
,
"('had', 'a')",112
,
"('a', 'regular')",32
,
"('regular', 'iced')",1
,
"('iced', 'coffee')",68
,
"('coffee', '')",570
,
"('', 'It')",581
,
"('It', 'was')",116
,
"('was', 'pretty')",35
,
"('pretty', 'standard')",1
,
"('standard', '')",3
,
"('', 'Can')",20
,
"('Can', 't')",13
,
"('t', 'say')",7
,
"('say', 'much')",3
,
"('much', 'on')",3
,
"('on', 'their')",32
,
"('their', 'actual')",1
,
"('actual', 'coffee')",3
,
"('coffee', 'as')",10
,
"('as', 'of')",3
,
"('of', 'yet')",1
,
"('yet', '')",18
,
"('', 'menu')",1
,
"('menu', '')",45
,
"('Houndstooth', '')",18
,
"('', 'Was')",11
,
"('Was', 'looking')",2
,
"('looking', 'for')",64
,
"('for', 'a')",263
,
"('a', 'great')",177
,
"('great', 'coffee')",66
,
"('coffee', 'shop')",328
,
"('shop', 'to')",11
,
"('to', 'study')",73
,
"('study', '')",47
,
"('', '')",9435
,
"('', 'I')",2231
,
"('I', 'am')",118
,
"('am', 'a')",9
,
"('a', 'fidgety')",1
,
"('fidgety', 'person')",1
,
"('person', 'and')",4
,
"('and', 'like')",1
,
"('like', 'people')",2
,
"('people', 'around')",4
,
"('around', 'me')",4
,
"('me', 'and')",14
,
"('and', 'music')",5
,
"('music', 'around')",1
,
"('around', 'me')",4
,
"('me', 'when')",7
,
"('when', 'I')",102
,
"('I', 'work')",7
,
"('work', '')",86
,
"('', 'There')",218
,
"('There', 'is')",59
,
"('is', 'something')",7
,
"('something', 'to')",9
,
"('to', 'be')",142
,
"('be', 'said')",1
,
"('said', 'on')",1
,
"('on', 'the')",235
,
"('the', 'distinction')",1
,
"('distinction', 'of')",1
,
"('of', 'said')",1
,
"('said', 'distractions')",1
,
"('distractions', '')",5
,
"('', 'but')",644
,
"('but', 'there')",25
,
"('there', 'definitely')",1
,
"('definitely', 'is')",1
,
"('is', 'such')",7
,
"('such', 'a')",31
,
"('a', 'thing')",7
,
"('thing', 'as')",1
,
"('as', '')",4
,
"('', 'too')",15
,
"('too', 'distracting')",3
,
"('distracting', '')",4
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'This')",227
,
"('This', 'cafe')",2
,
"('cafe', '')",26
,
"('', 'is')",60
,
"('is', 'the')",137
,
"('the', 'best')",193
,
"('best', 'thing')",2
,
"('thing', 'that')",9
,
"('that', 'happened')",2
,
"('happened', 'to')",6
,
"('to', 'me')",38
,
"('me', 'over')",2
,
"('over', 'the')",29
,
"('the', 'Summer')",2
,
"('Summer', '')",3
,
"('', 'I')",2231
,
"('I', 'love')",151
,
"('love', 'their')",9
,
"('their', 'clean')",1
,
"('clean', 'decor')",2
,
"('decor', '')",24
,
"('', '')",9435
,
"('', 'the')",361
,
"('the', 'focus')",3
,
"('focus', 'being')",1
,
"('being', 'their')",1
,
"('their', 'coffee')",63
,
"('coffee', '')",570
,
"('', 'They')",485
,
"('They', 'offer')",10
,
"('offer', 'a')",15
,
"('a', 'distinct')",1
,
"('distinct', 'selection')",1
,
"('selection', '')",21
,
"('', 'not')",80
,
"('not', 'too')",50
,
"('too', 'vast')",1
,
"('vast', '')",1
,
"('', 'but')",644
,
"('but', 'then')",5
,
"('then', 'that')",1
,
"('that', 's')",86
,
"('s', 'not')",60
,
"('not', 'the')",25
,
"('the', 'point')",6
,
"('point', 'is')",2
,
"('is', 'it')",12
,
"('it', '')",287
,
"('', 'I')",2231
,
"('I', 'got')",79
,
"('got', 'a')",44
,
"('a', 'great')",177
,
"('great', 'cup')",7
,
"('cup', 'of')",112
,
"('of', 'beautifully')",1
,
"('beautifully', 'brewed')",1
,
"('brewed', 'coffee')",3
,
"('coffee', '')",570
,
"('', 'Simple')",2
,
"('Simple', '')",2
,
"('', 'You')",109
,
"('You', 'can')",41
,
"('can', 'tell')",18
,
"('tell', 'that')",4
,
"('that', 'the')",56
,
"('the', 'people')",24
,
"('people', 'that')",11
,
"('that', 'work')",5
,
"('work', 'there')",4
,
"('there', 'like')",2
,
"('like', 'the')",54
,
"('the', 'place')",75
,
"('place', 'too')",3
,
"('too', '')",95
,
"('', '')",9435
,
"('', '')",9435
,
"('', 'They')",485
,
"('They', 'made')",3
,
"('made', 'me')",17
,
"('me', 'and')",14
,
"('and', 'my')",37
,
"('my', 'friend')",28
,
"('friend', 'feel')",1
,
"('feel', 'welcome')",4
,
"('welcome', '')",4
,
"('', 'The')",1206
,
"('The', 'lighting')",2
,
"('lighting', 'is')",2
,
"('is', 'great')",66
,
"('great', 'for')",21
,
"('for', 'studying')",23
,
"('studying', 'reading')",1
